Application ID,District Name,Gender,Residential Type,Specially Abled Type,Enterprise Type,Sector,IFSC Code,Application Date,Initiated Flag,Submitted Flag,Verified by BHD Flag,Verified by SBDU Flag,Approved by DLIC Flag,Bank Sanctioned Flag,Bank Disbursed Flag,Days_to_BHD_Verification,Days_to_SBDU_Verification,Days_to_DLIC_Approval,Days_to_Bank_Sanction,Days_to_Disbursement,Total_TAT_Days,Loan Amount (Mixed Units),Project Cost (Mixed Units),Applicant_Monthly_Income,Loan_Tenure_Months,Interest_Rate_%,EMI_Amount,EMI_to_Income_Ratio,Risk_Score,Credit_Eligibility_Score,Repayment_Status,Days_Overdue
115,Samba,FEMALE,Rural,Multiple,Nano Entrepreneur,,JKBK029311,As on Feb 2026,1,1,0,0,0,0,0,9.0,41.0,27.0,36.0,,,514k INR,$17994,62834.0,12.0,6.75,,,83.0,0.88,Default,0
116,Poonch,male ,urban ,None,Existing Enterprise,IT,JKBK054309,6/7/2025,1,1,0,1,1,1,1,28.0,55.0,9.0,19.0,34.0,145.0,$30728,$47060,56152.0,60.0,6.84,24942.0,0.444,,0.76,late,0
117,Bandipora,FEMALE,Urban,NA,MSME Sunrise Sector,Services,JKBK030383,1-17-2024,1,1,1,0,0,0,0,11.0,37.0,59.0,38.0,9.0,154.0,,4939k INR,49684.0,60.0,13.66,,,52.0,0.75,ONTIME,0
118,Ganderbal,Other,Urban,Visual,Existing enterprise,Manufacturing,JKBK021016,As on Feb 2026,1,1,0,1,1,0,0,38.0,42.0,56.0,75.0,24.0,235.0,₹678260,,21313.0,36.0,13.75,,,97.0,0.74,late,0
119,Ramban,FEMALE,Rural,Hearing,MSME Sunrise Sector,,JKBK013468,,1,1,0,0,0,0,0,11.0,76.0,47.0,102.0,36.0,272.0,,,78501.0,18.0,13.74,,,95.0,0.03,ONTIME,92
120,Kupwara,Other,Rural,NA,,Services,JKBK074395,2024-01-12,1,1,1,0,0,0,0,18.0,50.0,,80.0,18.0,,4323403,781386,61623.0,12.0,11.94,,,72.0,0.85,late,0
121,Srinagar,Male,Rural,None,nano entrepreneur,Services,JKBK050046,2025-03-02,1,1,0,1,1,1,1,32.0,43.0,5.0,95.0,30.0,205.0,,1421k INR,98174.0,12.0,13.6,15957.0,0.163,6.0,0.48,On-time,0
122,Ramban,Female,Urban,Hearing,nano entrepreneur,Agri,JKBK031129,23/9/2025,1,1,0,1,1,0,0,21.0,31.0,11.0,27.0,43.0,133.0,,₹953122,96957.0,18.0,11.16,,,66.0,,Default,27
123,Doda,,Rural,Multiple,nano entrepreneur,Retail,JKBK038007,,1,0,1,1,0,0,0,33.0,,5.0,8.0,26.0,,₹4900638,,,36.0,8.28,,,93.0,0.43,Delayed,0
124,Shopian,Other,,,Nano Entrepreneur,IT,JKBK035901,2025-06-03,1,1,1,1,1,1,0,0.0,89.0,45.0,41.0,32.0,207.0,,,,24.0,13.2,,,52.0,0.98,Delayed,0
125,Budgam,male ,,NA,MSME Sunrise Sector,Agri,JKBK072736,10-13-2021,1,0,0,1,1,0,0,,25.0,50.0,86.0,17.0,,₹3716857,$15019,25636.0,60.0,11.85,,,30.0,0.92,On-time,0
126,Kishtwar,FEMALE,Rural,Hearing,MSME Sunrise Sector,,JKBK011630,As on Feb 2026,1,0,0,1,1,0,0,12.0,42.0,53.0,89.0,35.0,231.0,116915,1150k INR,44271.0,36.0,7.66,,,90.0,0.45,Default,0
127,Reasi,Other,urban ,Multiple,Nano Entrepreneur,IT,JKBK075469,9-10-2026,1,1,0,0,0,0,0,39.0,64.0,51.0,97.0,6.0,257.0,2775k INR,1268362,65362.0,48.0,7.2,,,100.0,0.18,Default,0
128,Pulwama,FEMALE,,NA,,Agri,JKBK021734,,1,1,1,0,0,0,0,16.0,,28.0,,42.0,,5256409,$4703,94516.0,36.0,10.8,,,79.0,0.68,On-time,0
129,Poonch,male ,Urban,,,Healthcare,JKBK075323,1/11/2026,1,1,1,1,1,1,0,,82.0,24.0,120.0,9.0,,3642k INR,1443k INR,83904.0,48.0,,,,89.0,0.27,On-time,0
130,Kathua,Other,rural,Visual,nano entrepreneur,IT,JKBK086887,4-20-2023,1,1,0,1,1,0,0,2.0,69.0,,66.0,,,₹824781,$5514,20750.0,18.0,11.62,,,27.0,0.88,Delayed,0
131,Poonch,Male,Urban,,MSME Sunrise Sector,Retail,JKBK080724,2/8/2022,1,1,1,1,1,1,1,26.0,,58.0,7.0,26.0,,₹1456495,,61472.0,36.0,12.53,19739.0,0.321,13.0,,On-time,0
132,Pulwama,Other,rural,Multiple,nano entrepreneur,Services,JKBK032167,2021-10-26,1,1,0,1,1,0,0,,64.0,38.0,46.0,,,$31197,1195k INR,80447.0,12.0,12.15,,,1.0,0.33,,0
133,Shopian,male ,Rural,Locomotor,MSME Sunrise Sector,,JKBK034322,,1,1,0,1,1,0,0,10.0,,44.0,90.0,15.0,,₹3389569,$4525,14105.0,,11.43,,,36.0,0.69,ONTIME,0
134,Doda,Female,rural,,nano entrepreneur,Healthcare,JKBK012710,As on Feb 2026,1,1,1,1,1,0,0,38.0,46.0,38.0,81.0,12.0,215.0,1657k INR,₹5303172,90821.0,,6.86,,,80.0,0.04,Default,0
135,Reasi,,Urban,None,Existing Enterprise,Agri,JKBK032713,7-7-2023,1,1,0,1,1,0,0,,42.0,13.0,96.0,19.0,,,4775574,35205.0,,,,,23.0,0.34,late,0
136,Kishtwar,FEMALE,Rural,NA,MSME Sunrise Sector,IT,JKBK054644,4-19-2025,1,1,0,1,1,1,1,30.0,24.0,3.0,,,,1037k INR,₹5454552,103897.0,60.0,12.98,28843.0,0.278,35.0,0.86,late,0
137,Kupwara,Male,rural,Visual,,Tourism,JKBK045023,3/2/2021,1,1,1,1,1,0,0,0.0,55.0,39.0,94.0,14.0,202.0,₹4818206,3329421,53546.0,,8.85,,,45.0,0.3,ONTIME,0
138,Kishtwar,,rural,,Existing enterprise,IT,JKBK023744,As on Feb 2026,1,1,0,1,1,0,0,22.0,80.0,47.0,26.0,16.0,191.0,$26095,411973,32635.0,24.0,13.56,,,70.0,0.38,On-time,69
139,Doda,Female,urban ,NA,nano entrepreneur,IT,JKBK056686,2-27-2022,1,1,0,0,0,0,0,,31.0,58.0,102.0,17.0,,2690k INR,3759k INR,96229.0,12.0,10.56,,,79.0,0.8,ONTIME,0
140,Doda,FEMALE,Rural,Visual,Nano Entrepreneur,,JKBK079804,20/10/2021,1,1,0,1,1,0,0,0.0,64.0,8.0,80.0,,,1614469,₹2665419,89418.0,48.0,9.19,,,77.0,0.0,,0
141,Pulwama,,Rural,Visual,MSME Sunrise Sector,,JKBK079413,As on Feb 2026,1,1,0,1,1,1,0,1.0,,,31.0,26.0,,,1411k INR,62948.0,36.0,11.18,16045.0,0.255,100.0,0.45,Default,20
142,Baramulla,male ,,,Existing Enterprise,Healthcare,JKBK035635,24/1/2023,1,1,1,1,1,1,1,8.0,47.0,,41.0,,,$43211,4819k INR,9663.0,12.0,8.84,3350.0,0.347,17.0,0.49,Delayed,0
143,Baramulla,Other,urban ,Hearing,MSME Sunrise Sector,Agri,JKBK027991,,1,1,0,1,1,1,1,5.0,18.0,55.0,86.0,21.0,185.0,₹3825180,6173k INR,104976.0,48.0,13.03,27195.0,0.259,71.0,0.24,Default,0
144,Reasi,Female,rural,Multiple,Existing Enterprise,,JKBK012110,As on Feb 2026,1,1,0,0,0,0,0,2.0,18.0,14.0,109.0,11.0,154.0,$23059,2958k INR,12522.0,36.0,10.75,,,100.0,0.77,Delayed,0
145,Bandipora,male ,urban ,Visual,nano entrepreneur,Manufacturing,JKBK081812,2/10/2022,1,1,0,0,0,0,0,20.0,67.0,39.0,,26.0,,₹1433752,3859k INR,78835.0,,13.98,,,2.0,0.26,Delayed,0
146,Kulgam,Male,Urban,Visual,nano entrepreneur,Services,JKBK073365,4-1-2022,1,1,0,1,1,0,0,0.0,10.0,,50.0,8.0,,$29745,3764k INR,,36.0,7.05,,,65.0,0.38,ONTIME,0
147,Ganderbal,Other,urban ,Multiple,MSME Sunrise Sector,Tourism,JKBK089244,16/8/2024,1,1,0,1,0,0,0,8.0,69.0,13.0,,15.0,,$39666,6701342,40011.0,36.0,12.45,,,24.0,,late,0
148,Doda,,,Locomotor,Nano Entrepreneur,,JKBK033759,2021-03-02,1,1,1,1,0,0,0,18.0,46.0,4.0,,,,$25264,₹5276603,23940.0,60.0,11.33,,,67.0,0.77,,127
149,Budgam,Other,Urban,Locomotor,Nano Entrepreneur,Services,JKBK090689,2024-01-16,1,1,0,1,1,0,0,32.0,10.0,,100.0,41.0,,3170k INR,,111894.0,12.0,10.62,,,45.0,,Default,0
150,Ganderbal,Other,urban ,Locomotor,,IT,JKBK017305,As on Feb 2026,1,1,1,1,1,0,0,14.0,69.0,,63.0,42.0,,1689183,₹3414939,99066.0,36.0,9.17,,,25.0,0.62,Default,0
151,Udhampur,Male,rural,Hearing,Existing Enterprise,Healthcare,JKBK049533,,1,1,0,0,0,0,0,,34.0,12.0,,40.0,,$19447,$16676,85474.0,48.0,12.5,,,72.0,0.63,late,0
152,Pulwama,male ,Urban,None,Nano Entrepreneur,Agri,JKBK092458,1/12/2022,1,1,0,1,1,0,0,19.0,,37.0,24.0,33.0,,2633k INR,₹5195626,26714.0,18.0,6.67,,,52.0,0.33,,0
153,Reasi,,,Hearing,Existing enterprise,Retail,JKBK060653,As on Feb 2026,1,1,0,1,1,0,0,10.0,21.0,27.0,,33.0,,3304985,$53697,26113.0,24.0,10.14,,,72.0,0.34,On-time,109
154,Srinagar,FEMALE,urban ,Multiple,,IT,JKBK099411,2023-04-10,1,1,0,1,1,1,0,24.0,41.0,,29.0,12.0,,2577262,2887k INR,,12.0,7.73,,,7.0,0.68,ONTIME,0
155,Pulwama,Male,,None,MSME Sunrise Sector,,JKBK073299,6/12/2024,1,1,1,1,1,0,0,,11.0,21.0,,39.0,,,120077,14635.0,36.0,6.63,,,83.0,0.48,,0
156,Budgam,,,None,MSME Sunrise Sector,Retail,JKBK036760,2022-11-14,1,1,1,1,1,0,0,,83.0,49.0,86.0,24.0,,,₹496018,96070.0,,6.75,,,,0.31,late,0
157,Ganderbal,FEMALE,Urban,None,Existing Enterprise,,JKBK099548,2021-09-04,1,1,0,1,1,1,0,18.0,8.0,43.0,86.0,7.0,162.0,,,,24.0,,,,53.0,,Delayed,0
158,Anantnag,Male,Rural,None,Nano Entrepreneur,Agri,JKBK095469,25/1/2021,1,1,0,1,1,1,1,2.0,,43.0,42.0,42.0,,2085k INR,$14737,57583.0,,14.19,,,33.0,0.93,On-time,0
158,Kupwara,male ,rural,Multiple,,IT,JKBK073263,25/12/2022,1,1,1,1,1,0,0,,13.0,29.0,26.0,37.0,,,₹154972,88424.0,18.0,9.87,,,62.0,0.12,On-time,0
160,Doda,Male,Rural,None,nano entrepreneur,Services,JKBK062020,12-23-2021,1,1,0,1,1,0,0,3.0,13.0,45.0,70.0,,,$28546,₹982420,51411.0,12.0,14.09,,,29.0,0.95,ONTIME,0
161,Budgam,Other,rural,Hearing,MSME Sunrise Sector,Manufacturing,JKBK096895,As on Feb 2026,1,1,0,1,1,0,0,28.0,39.0,,31.0,,,,5836784,51250.0,12.0,9.44,,,85.0,0.05,On-time,0
162,Kathua,Male,Rural,Hearing,nano entrepreneur,Healthcare,JKBK063746,9-2-2022,1,1,0,1,1,0,0,39.0,28.0,32.0,,21.0,,4027385,1290870,36499.0,24.0,7.49,,,,0.9,Delayed,99
163,Anantnag,Female,urban ,,nano entrepreneur,Tourism,JKBK098626,2026-01-13,1,1,1,0,0,0,0,17.0,72.0,11.0,114.0,42.0,256.0,₹4195832,5941869,35254.0,60.0,7.16,,,5.0,0.43,On-time,124
164,Kupwara,Female,,Locomotor,Existing Enterprise,Tourism,JKBK019317,6/12/2025,1,1,0,1,1,0,0,29.0,44.0,11.0,29.0,4.0,117.0,$4462,$16989,109304.0,36.0,8.74,,,50.0,0.23,Default,0
165,Baramulla,Male,Rural,Multiple,nano entrepreneur,Healthcare,JKBK075287,1/2/2023,1,1,0,1,1,1,0,1.0,12.0,,96.0,4.0,,₹1571717,6906299,10892.0,24.0,7.23,1637.0,0.15,36.0,0.17,ONTIME,0
166,Pulwama,FEMALE,Rural,Hearing,Existing enterprise,Manufacturing,JKBK031827,As on Feb 2026,1,1,0,1,1,1,1,23.0,56.0,54.0,17.0,,,₹3645868,$27202,68697.0,,11.34,,,42.0,0.33,,0
167,Kulgam,male ,urban ,,nano entrepreneur,Retail,JKBK067164,5-2-2022,1,1,0,1,1,1,1,5.0,74.0,40.0,112.0,42.0,273.0,$2054,4027473,90192.0,,12.13,,,63.0,0.45,Delayed,168
168,Doda,,Urban,Visual,Existing Enterprise,IT,JKBK012110,20/5/2024,1,1,1,1,1,1,1,4.0,88.0,27.0,119.0,35.0,273.0,$1712,,28141.0,60.0,12.24,5842.0,0.208,68.0,0.23,late,86
169,Budgam,,rural,None,nano entrepreneur,Manufacturing,JKBK094939,,1,1,0,0,0,0,0,22.0,35.0,53.0,73.0,21.0,204.0,₹3543451,1376k INR,66420.0,60.0,,,,46.0,0.94,,0
170,Baramulla,male ,,Hearing,Existing enterprise,,JKBK049320,As on Feb 2026,1,1,0,1,1,1,1,,67.0,,18.0,,,,$20145,28615.0,60.0,13.79,9207.0,0.322,,0.98,,16
171,Shopian,,,Visual,Existing Enterprise,IT,JKBK060653,8-5-2024,1,1,0,1,1,1,1,1.0,20.0,46.0,90.0,44.0,201.0,3351393,₹148715,,48.0,13.43,,,87.0,0.88,,0
171,Kishtwar,Female,,,,Healthcare,JKBK033628,7-17-2021,1,1,0,1,0,0,0,0.0,5.0,25.0,83.0,32.0,145.0,2369k INR,4719062,,24.0,,,,54.0,0.53,ONTIME,0
173,Anantnag,FEMALE,rural,Visual,,Retail,JKBK074395,,1,1,1,0,0,0,0,4.0,35.0,23.0,16.0,28.0,106.0,$6549,3836k INR,40608.0,24.0,7.43,,,15.0,0.63,On-time,0
174,Jammu,Female,Rural,Hearing,Existing enterprise,Services,JKBK076425,1-18-2026,1,1,0,1,1,1,1,38.0,,11.0,112.0,5.0,,,$1488,98435.0,18.0,14.21,27767.0,0.282,45.0,0.53,Default,0
175,Reasi,Male,urban ,,,Manufacturing,JKBK063007,2024-02-25,1,1,0,1,1,0,0,16.0,14.0,,94.0,5.0,,,2287052,118652.0,,7.33,,,30.0,0.33,late,0
176,Shopian,male ,,Locomotor,,Retail,JKBK084675,As on Feb 2026,1,1,0,1,1,0,0,40.0,14.0,18.0,34.0,,,,5387k INR,22256.0,60.0,7.63,,,11.0,0.91,ONTIME,0
177,Budgam,Male,,NA,,IT,JKBK074677,,1,1,1,1,1,1,1,32.0,33.0,7.0,71.0,41.0,184.0,794k INR,,79782.0,18.0,,,,26.0,1.0,late,4
178,Poonch,Female,rural,,Nano Entrepreneur,,JKBK020035,28/11/2026,1,1,1,1,1,0,0,5.0,46.0,38.0,102.0,7.0,198.0,2463k INR,1855913,43315.0,60.0,13.65,,,78.0,0.7,On-time,0
179,Budgam,,Rural,NA,,Tourism,JKBK016473,2022-09-09,1,1,1,1,1,1,1,30.0,37.0,31.0,64.0,18.0,180.0,1812864,$2022,83835.0,48.0,10.83,21929.0,0.262,59.0,0.29,Delayed,0
180,Reasi,,Rural,Visual,Nano Entrepreneur,Services,JKBK035635,,1,1,0,1,1,1,0,35.0,,52.0,86.0,14.0,,4467k INR,,105704.0,18.0,12.54,16955.0,0.16,65.0,0.88,,0
181,Ganderbal,,urban ,Visual,,Healthcare,JKBK052454,8-23-2023,1,1,0,1,1,0,0,35.0,82.0,10.0,22.0,33.0,182.0,,2049k INR,65785.0,12.0,9.54,,,74.0,0.3,ONTIME,0
182,Samba,Female,Urban,,,IT,JKBK070268,As on Feb 2026,1,0,0,1,0,0,0,5.0,,47.0,112.0,17.0,,$4038,₹4938553,14149.0,48.0,12.66,,,17.0,0.46,Delayed,0
183,Kathua,Male,Rural,Multiple,MSME Sunrise Sector,,JKBK036760,,1,1,1,1,1,0,0,10.0,15.0,41.0,16.0,45.0,127.0,₹1616533,3025k INR,80539.0,24.0,13.84,,,37.0,0.53,,0
184,Bandipora,male ,Urban,Visual,,Services,JKBK080724,16/12/2024,1,1,0,0,0,0,0,18.0,,58.0,120.0,16.0,,5486790,₹726814,,12.0,13.58,,,41.0,0.52,,0
185,Kathua,male ,urban ,Visual,Existing Enterprise,Manufacturing,JKBK065566,,1,1,0,1,1,0,0,25.0,50.0,24.0,112.0,30.0,241.0,$40783,,27577.0,60.0,14.21,,,13.0,0.26,late,0
186,Shopian,Male,rural,Multiple,MSME Sunrise Sector,Tourism,JKBK080275,1/4/2026,1,1,0,1,1,0,0,13.0,26.0,16.0,,,,,5406696,39679.0,60.0,8.68,,,6.0,0.99,ONTIME,0
187,Kulgam,Other,Rural,Locomotor,Nano Entrepreneur,Tourism,JKBK035635,16/10/2025,1,1,1,0,0,0,0,,,53.0,56.0,32.0,,$27015,,32900.0,48.0,13.23,,,64.0,0.16,On-time,0
188,Ramban,Female,urban ,Hearing,MSME Sunrise Sector,Healthcare,JKBK082830,As on Feb 2026,1,1,0,1,1,0,0,8.0,10.0,57.0,31.0,7.0,113.0,5992543,469k INR,83038.0,24.0,12.4,,,68.0,0.42,On-time,176
189,Pulwama,FEMALE,rural,NA,MSME Sunrise Sector,IT,JKBK069143,As on Feb 2026,1,1,1,0,0,0,0,,49.0,,,5.0,,1520999,,105055.0,12.0,7.47,,,96.0,0.74,Delayed,0
190,Baramulla,,rural,Multiple,Nano Entrepreneur,IT,JKBK050548,,1,1,0,1,1,1,1,2.0,85.0,51.0,60.0,21.0,219.0,$32483,,112698.0,12.0,,,,35.0,0.99,On-time,0
191,Samba,FEMALE,rural,,MSME Sunrise Sector,,JKBK012264,,1,0,1,0,0,0,0,,23.0,,86.0,35.0,,$32422,$2888,52750.0,18.0,13.26,,,13.0,0.75,,0
192,Jammu,Other,rural,Hearing,Nano Entrepreneur,,JKBK055961,,1,1,0,1,1,1,1,35.0,25.0,6.0,62.0,16.0,144.0,₹121463,5591394,95374.0,36.0,9.75,16288.0,0.171,47.0,0.19,ONTIME,0
193,Ganderbal,,,,MSME Sunrise Sector,,JKBK048207,8-3-2021,1,1,1,1,1,0,0,15.0,,16.0,74.0,25.0,,,2719779,52833.0,48.0,12.7,,,79.0,0.57,Delayed,0
194,Pulwama,Other,Rural,Hearing,,Retail,JKBK078157,3-12-2025,1,1,0,0,0,0,0,34.0,13.0,15.0,104.0,42.0,208.0,4347k INR,6423150,106225.0,18.0,13.6,,,99.0,0.97,ONTIME,0
195,Pulwama,Female,rural,Multiple,Existing Enterprise,Tourism,JKBK065431,2025-12-04,1,1,1,1,1,0,0,7.0,40.0,,55.0,33.0,,$16453,4825784,82387.0,36.0,13.85,,,31.0,0.69,Delayed,0
196,Ramban,Female,Rural,,MSME Sunrise Sector,Healthcare,JKBK088041,3-15-2023,1,1,1,1,1,1,1,13.0,66.0,16.0,54.0,23.0,172.0,$18480,,54375.0,24.0,8.12,20522.0,0.377,14.0,0.45,On-time,0
197,Samba,Male,Urban,Locomotor,,Healthcare,JKBK022929,2021-12-05,1,1,0,1,1,1,1,,11.0,9.0,93.0,22.0,,₹2688848,425k INR,89681.0,36.0,12.7,26181.0,0.292,81.0,0.53,Delayed,107
198,Anantnag,FEMALE,,,Nano Entrepreneur,,JKBK013021,28/4/2022,1,0,0,1,1,0,0,15.0,,44.0,69.0,37.0,,₹1418531,$36359,52927.0,60.0,11.44,,,99.0,0.26,On-time,0
199,Kathua,Other,Rural,None,MSME Sunrise Sector,Services,JKBK048206,,1,1,0,1,1,0,0,36.0,31.0,36.0,77.0,26.0,206.0,,$21247,60525.0,60.0,13.58,,,20.0,0.91,Default,0
200,Pulwama,,Urban,Visual,nano entrepreneur,Services,JKBK041552,As on Feb 2026,1,1,0,1,1,1,1,34.0,39.0,9.0,50.0,39.0,171.0,1996k INR,$53857,57133.0,24.0,11.09,18203.0,0.319,,,Delayed,0
201,Doda,male ,urban ,NA,Existing enterprise,IT,JKBK086347,As on Feb 2026,1,1,0,1,1,1,1,18.0,77.0,57.0,62.0,4.0,218.0,3000k INR,5383654,56601.0,36.0,,,,52.0,0.6,Delayed,0
202,Baramulla,male ,urban ,Locomotor,Existing Enterprise,Agri,JKBK080092,2024-05-19,1,1,0,1,0,0,0,25.0,18.0,45.0,25.0,44.0,157.0,$12858,169k INR,24868.0,24.0,12.43,,,34.0,0.36,ONTIME,0
203,Shopian,FEMALE,Urban,None,,Healthcare,JKBK073299,,1,1,0,1,1,0,0,36.0,48.0,57.0,67.0,28.0,236.0,999k INR,2932919,112862.0,36.0,7.63,,,29.0,0.11,late,143
204,Udhampur,Other,Urban,Visual,Existing Enterprise,,JKBK063952,,1,1,1,1,1,0,0,14.0,90.0,55.0,82.0,6.0,247.0,$41757,₹1591732,75367.0,,11.92,,,98.0,0.44,On-time,0
205,Budgam,,urban ,None,Existing enterprise,Services,JKBK031827,2023-08-04,1,1,0,1,1,0,0,4.0,59.0,,26.0,31.0,,1507k INR,₹1684211,114478.0,24.0,11.51,,,83.0,0.79,ONTIME,0
206,Udhampur,Other,Urban,NA,Nano Entrepreneur,IT,JKBK024294,2/10/2026,1,1,0,1,1,0,0,37.0,,17.0,,,,,,13970.0,24.0,11.74,,,20.0,0.23,ONTIME,0
207,Reasi,male ,rural,,Nano Entrepreneur,Services,JKBK038182,5-2-2022,1,1,0,1,1,1,1,9.0,11.0,60.0,,24.0,,,,56195.0,24.0,13.45,23630.0,0.421,51.0,0.2,On-time,0
208,Ganderbal,Other,Rural,Multiple,Existing enterprise,IT,JKBK044959,4-9-2023,1,1,0,1,1,1,0,40.0,13.0,6.0,63.0,13.0,135.0,,513237,92326.0,,8.39,,,79.0,0.24,late,0
209,Anantnag,,urban ,Hearing,Existing Enterprise,,JKBK097282,1/11/2022,1,1,0,1,1,1,1,39.0,58.0,16.0,113.0,7.0,233.0,₹2277710,$34888,119655.0,48.0,10.38,52712.0,0.441,76.0,0.61,Delayed,0
210,Bandipora,FEMALE,urban ,None,Existing Enterprise,Retail,JKBK079688,,1,1,0,1,1,0,0,1.0,48.0,56.0,119.0,19.0,243.0,,4960k INR,106586.0,,8.83,,,81.0,,On-time,30
211,Budgam,,,,,Healthcare,JKBK081014,2/1/2021,1,0,0,1,1,1,1,11.0,59.0,3.0,37.0,27.0,137.0,3599k INR,3040k INR,89733.0,18.0,12.99,34497.0,0.384,23.0,0.4,On-time,0
212,Anantnag,Male,rural,,MSME Sunrise Sector,Retail,JKBK073263,2026-12-12,1,1,0,1,1,0,0,4.0,16.0,60.0,34.0,,,$36400,2891009,,18.0,9.42,,,83.0,0.6,late,153
213,Pulwama,Male,urban ,Visual,MSME Sunrise Sector,Services,JKBK056686,8-9-2022,1,1,1,1,1,0,0,34.0,5.0,37.0,59.0,18.0,153.0,₹4692033,3524k INR,97601.0,60.0,13.01,,,62.0,0.67,ONTIME,0
214,Pulwama,Other,urban ,Visual,Existing Enterprise,Services,JKBK044515,2024-04-27,1,1,1,1,1,0,0,38.0,32.0,10.0,105.0,18.0,203.0,,3373k INR,69100.0,24.0,7.22,,,13.0,,On-time,49
215,Jammu,Female,,Visual,Nano Entrepreneur,Agri,JKBK037592,4-6-2021,1,0,0,1,1,0,0,3.0,18.0,8.0,113.0,,,$13975,₹1326989,43510.0,,6.95,,,35.0,0.78,Delayed,76
216,Srinagar,,,Locomotor,MSME Sunrise Sector,IT,JKBK055585,As on Feb 2026,1,1,0,1,1,0,0,24.0,88.0,25.0,89.0,9.0,235.0,930025,,14391.0,12.0,,,,82.0,0.3,ONTIME,0
217,Baramulla,Female,Rural,Locomotor,MSME Sunrise Sector,Agri,JKBK067164,9-6-2024,1,0,0,0,0,0,0,15.0,21.0,14.0,68.0,37.0,155.0,231k INR,₹654074,10779.0,18.0,7.32,,,77.0,0.24,ONTIME,0
218,Reasi,,Rural,NA,Existing enterprise,Services,JKBK094939,,1,1,1,0,0,0,0,31.0,,,,5.0,,3272k INR,$39719,102629.0,,12.85,,,24.0,0.99,On-time,0
219,Baramulla,FEMALE,Rural,Locomotor,,Manufacturing,JKBK047327,2025-01-12,1,1,1,1,1,1,1,1.0,,,20.0,41.0,,$13432,313942,119762.0,24.0,13.84,21128.0,0.176,88.0,0.66,On-time,0
220,Shopian,Male,urban ,None,Existing enterprise,Tourism,JKBK040133,9-25-2025,1,1,1,0,0,0,0,17.0,72.0,33.0,36.0,23.0,181.0,5032249,5065k INR,91328.0,12.0,9.32,,,14.0,0.48,ONTIME,0
221,Poonch,Male,Rural,Visual,nano entrepreneur,Retail,JKBK062055,As on Feb 2026,1,1,1,1,0,0,0,,70.0,7.0,66.0,33.0,,2452928,,56171.0,24.0,10.44,,,2.0,0.38,,154
222,Baramulla,Male,urban ,Locomotor,Nano Entrepreneur,Healthcare,JKBK070179,As on Feb 2026,1,1,0,1,0,0,0,27.0,52.0,55.0,19.0,7.0,160.0,2018k INR,638k INR,81571.0,24.0,8.79,,,88.0,0.63,ONTIME,0
223,Poonch,FEMALE,Rural,NA,Existing enterprise,Retail,JKBK077989,,1,1,0,1,1,0,0,14.0,78.0,22.0,31.0,8.0,153.0,$38011,,,36.0,9.4,,,85.0,0.33,late,148
224,Rajouri,male ,urban ,NA,,Retail,JKBK062215,23/5/2025,1,1,0,0,0,0,0,17.0,19.0,22.0,31.0,15.0,104.0,3238197,₹4770369,68336.0,36.0,8.13,,,98.0,0.96,Default,0
225,Ganderbal,,,NA,nano entrepreneur,Healthcare,JKBK059376,2026-08-20,1,0,0,1,1,1,0,39.0,76.0,13.0,96.0,3.0,227.0,₹3300990,5245k INR,43840.0,36.0,9.94,12053.0,0.275,50.0,,ONTIME,0
226,Pulwama,Other,rural,Hearing,Existing Enterprise,Healthcare,JKBK048359,As on Feb 2026,1,1,1,1,1,0,0,40.0,39.0,,40.0,26.0,,₹3447550,,36961.0,18.0,9.97,,,55.0,0.62,On-time,0
227,Kathua,Other,rural,Hearing,Existing Enterprise,Healthcare,JKBK080279,As on Feb 2026,1,1,0,0,0,0,0,33.0,38.0,29.0,74.0,15.0,189.0,,$21315,50682.0,12.0,7.88,,,13.0,0.1,late,0
228,Rajouri,male ,,NA,Nano Entrepreneur,Retail,JKBK035901,As on Feb 2026,1,1,0,1,1,1,1,5.0,38.0,40.0,77.0,20.0,180.0,778k INR,736k INR,21179.0,48.0,13.05,8427.0,0.398,31.0,0.19,Delayed,166
229,Udhampur,Male,rural,Hearing,Existing enterprise,Agri,JKBK086267,As on Feb 2026,1,1,0,1,1,0,0,10.0,,10.0,9.0,32.0,,₹4675192,,14021.0,36.0,12.36,,,88.0,0.25,On-time,0
230,Shopian,FEMALE,urban ,Hearing,Existing Enterprise,IT,JKBK029049,As on Feb 2026,1,1,1,1,1,1,0,6.0,30.0,36.0,118.0,12.0,202.0,,₹1011832,71017.0,12.0,9.32,31396.0,0.442,92.0,0.74,Delayed,128
231,Rajouri,male ,rural,NA,nano entrepreneur,,JKBK089668,10/12/2024,1,1,1,0,0,0,0,11.0,,53.0,102.0,,,664062,691512,96951.0,36.0,13.75,,,46.0,0.23,On-time,155
232,Ramban,Male,urban ,Multiple,Nano Entrepreneur,Manufacturing,JKBK054309,As on Feb 2026,1,1,0,0,0,0,0,,42.0,25.0,31.0,33.0,,$11252,2580k INR,112597.0,24.0,10.72,,,47.0,0.19,,0
233,Doda,Other,,,Existing enterprise,Tourism,JKBK049169,As on Feb 2026,1,1,0,1,1,0,0,35.0,37.0,12.0,110.0,13.0,207.0,₹4596732,,66257.0,24.0,13.53,,,19.0,0.05,,0
