Application ID,Cleaned District Name,Gender,Cleaned Gender,Residential Type,Cleaned Residential Type,Specially Abled Type,Cleaned Specially Abled Type,Enterprise Type,Cleaned Enterprise Type,Sector,Cleaned Sector,IFSC Code,Application Date,Cleaned Application Date,Initiated Flag,Submitted Flag,Verified by BHD Flag,Verified by SBDU Flag,Approved by DLIC Flag,Bank Sanctioned Flag,Bank Disbursed Flag,Days_to_BHD_Verification,Cleaned Days_to_BHD_Verification,Days_to_SBDU_Verification,Cleaned Days_to_SBDU_Verification,Days_to_DLIC_Approval,Cleaned Days_to_DLIC_Approval,Days_to_Bank_Sanction,Cleaned Days_to_Bank_Sanction,Days_to_Disbursement,Cleaned Days_to_Disbursement,Total_TAT_Days,Cleaned Total_TAT_Days,Loan Amount (Mixed Units),Cleaned Loan Amount (Mixed Units),Project Cost (Mixed Units),Project Cost,Applicant_Monthly_Income,Cleaned Applicant_Monthly_Income,Loan_Tenure_Months,Clean Loan_Tenure_Months,Interest_Rate_%,Clean Interest_Rate_%,EMI_Amount,Clean EMI_Amount,EMI_to_Income_Ratio,Clean EMI_to_Income_Ratio,Risk_Score,Clean Risk_Score,Credit_Eligibility_Score,Clean Credit_Eligibility_Score,Repayment_Status,Clean Repayment_Status,Days_Overdue
68,Udhampur,Male,Male,,NA,Hearing,Hearing,nano entrepreneur,Nano Entrepreneur,Manufacturing,Manufacturing,JKBK017822,2024-08-12,Aug 2024,1,1,0,1,1,0,0,17,17,16,16,46,46,112,112,10,10,201,201,5344305,"₹5,344,305.00","$57,887","₹5,209,830.00",65940,65940,36,36,10.69,10.69,,NA,,NA,29,29,0.33,0.33,ONTIME,On-Time,0
68,Udhampur,Other,Other,,NA,None,Na,Nano Entrepreneur,Nano Entrepreneur,Manufacturing,Manufacturing,JKBK086898,,NA,1,0,1,1,1,0,0,8,8,55,55,35,35,38,38,,NA,,NA,"$46,237","₹4,161,330.00","$27,572","₹2,481,480.00",,NA,36,36,7.21,7.21,,NA,,NA,30,30,0.09,0.09,On-time,NA,0
70,Kupwara,male,Male,rural,Rural,,Na,Nano Entrepreneur,Nano Entrepreneur,,NA,JKBK080092,5/4/2021,May 2021,1,1,0,1,1,0,0,20,20,,NA,49,49,76,76,43,43,,NA,"$12,184","₹1,096,560.00",4971262,"₹4,971,262.00",61023,61023,60,60,8.52,8.52,,NA,,NA,19,19,0.22,0.22,Delayed,Delayed,0
71,Baramulla,male,Male,,NA,,Na,MSME Sunrise Sector,Msme Sunrise Sector,Manufacturing,Manufacturing,JKBK021038,6-11-2026,Jun 2026,1,1,0,1,0,0,0,23,23,31,31,39,39,21,21,34,34,148,148,,₹0.00,₹976745,"₹976,745.00",84578,84578,60,60,7,7,,NA,,NA,43,43,0.78,0.78,On-time,NA,0
72,Rajouri,Other,Other,Urban,Urban,Hearing,Hearing,Existing enterprise,Existing Enterprise,IT,IT,JKBK041524,As on Feb 2026,Feb 2026,1,1,0,1,1,1,1,20,20,72,72,18,18,19,19,33,33,162,162,"$5,771","₹519,390.00",,NA,82577,82577,48,48,10.47,10.47,19181,19181,0.232,0.232,9,9,0.81,0.81,late,Late,167
73,Ramban,Female,Female,Urban,Urban,Hearing,Hearing,nano entrepreneur,Nano Entrepreneur,,NA,JKBK074904,,NA,1,1,1,1,1,1,1,,NA,47,47,,NA,109,109,8,8,,NA,₹2504074,"₹2,504,074.00",3622122,"₹3,622,122.00",39467,39467,60,60,9.2,9.2,8236,8236,0.209,0.209,24,24,0.34,0.34,,NA,0
74,Kathua,,NA,urban,Urban,,Na,Nano Entrepreneur,Nano Entrepreneur,,NA,JKBK062214,As on Feb 2026,Feb 2026,1,1,0,1,1,1,1,12,12,15,15,19,19,11,11,21,21,78,78,2338k INR,"₹2,338,000.00",6291645,"₹6,291,645.00",94488,94488,12,12,11.88,11.88,22198,22198,0.235,0.235,62,62,0.27,0.27,Delayed,Delayed,154
75,Samba,male,Male,,NA,Visual,Visual,Existing enterprise,Existing Enterprise,Services,Services,JKBK067133,2024-09-01,Sep 2024,1,1,1,1,1,1,1,2,2,30,30,11,11,38,38,40,40,121,121,,₹0.00,,NA,95978,95978,60,60,,NA,,NA,,NA,80,80,0.88,0.88,On-time,NA,0
76,Samba,male,Male,Urban,Urban,Multiple,Multiple,,NA,,NA,JKBK039783,6-14-2021,Jun 2021,1,1,0,1,1,1,1,25,25,27,27,18,18,116,116,2,2,188,188,4537041,"₹4,537,041.00",₹3540327,"₹3,540,327.00",36381,36381,,NA,,NA,,NA,,NA,34,34,0.54,0.54,late,Late,0
77,Kathua,,NA,Rural,Rural,Multiple,Multiple,,NA,,NA,JKBK018219,,NA,1,1,0,1,1,1,1,21,21,78,78,4,4,88,88,,NA,,NA,1903k INR,"₹1,903,000.00",,NA,13870,13870,60,60,12.45,12.45,5816,5816,0.419,0.419,56,56,0.27,0.27,,NA,171
78,Poonch,,NA,,NA,Visual,Visual,Existing enterprise,Existing Enterprise,Services,Services,JKBK076492,6-2-2023,Jun 2023,1,1,0,0,0,0,0,3,3,7,7,60,60,109,109,5,5,184,184,₹4268895,"₹4,268,895.00",639k INR,"₹639,000.00",17499,17499,48,48,10.77,10.77,,NA,,NA,19,19,0.13,0.13,Default,Default,180
79,Ramban,Other,Other,rural,Rural,Multiple,Multiple,nano entrepreneur,Nano Entrepreneur,Manufacturing,Manufacturing,JKBK032602,4/6/2025,Apr 2025,1,1,0,1,1,1,0,14,14,69,69,,NA,33,33,32,32,,NA,,₹0.00,473961,"₹473,961.00",16464,16464,36,36,14.19,14.19,6482,6482,0.394,0.394,10,10,0.65,0.65,Delayed,Delayed,0
80,Kishtwar,,NA,rural,Rural,None,Na,,NA,,NA,JKBK016473,As on Feb 2026,Feb 2026,1,0,0,1,1,0,0,,NA,23,23,17,17,111,111,9,9,,NA,2257002,"₹2,257,002.00","$25,913","₹2,332,170.00",95751,95751,60,60,8.12,8.12,,NA,,NA,38,38,0.97,0.97,On-time,NA,0
81,Ramban,male,Male,Rural,Rural,Locomotor,Locomotor,Existing enterprise,Existing Enterprise,Tourism,Tourism,JKBK054076,2-1-2022,Feb 2022,1,1,0,0,0,0,0,8,8,19,19,28,28,95,95,22,22,172,172,1983k INR,"₹1,983,000.00",₹1256510,"₹1,256,510.00",118539,118539,48,48,6.78,6.78,,NA,,NA,47,47,0.42,0.42,,NA,103
81,Pulwama,FEMALE,Female,urban,Urban,Multiple,Multiple,Existing Enterprise,Existing Enterprise,Tourism,Tourism,JKBK056439,2024-07-22,Jul 2024,1,1,0,1,1,1,1,27,27,34,34,5,5,64,64,45,45,175,175,"$7,638","₹687,420.00","$42,391","₹3,815,190.00",,NA,18,18,14.06,14.06,,NA,,NA,83,83,0.32,0.32,On-time,NA,0
83,Baramulla,male,Male,urban,Urban,Locomotor,Locomotor,MSME Sunrise Sector,Msme Sunrise Sector,Services,Services,JKBK049116,As on Feb 2026,Feb 2026,1,1,0,1,1,0,0,6,6,6,6,26,26,15,15,21,21,74,74,560493,"₹560,493.00",4362k INR,"₹4,362,000.00",32413,32413,60,60,12.72,12.72,,NA,,NA,10,10,0.98,0.98,late,Late,10
84,Kulgam,Male,Male,,NA,Hearing,Hearing,Existing enterprise,Existing Enterprise,IT,IT,JKBK080317,9-8-2026,Sep 2026,1,1,1,0,0,0,0,22,22,67,67,,NA,,NA,31,31,,NA,₹3619966,"₹3,619,966.00",₹3755257,"₹3,755,257.00",58635,58635,24,24,12.12,12.12,,NA,,NA,40,40,0.3,0.3,ONTIME,On-Time,0
85,Anantnag,male,Male,,NA,,Na,Existing Enterprise,Existing Enterprise,Tourism,Tourism,JKBK085326,As on Feb 2026,Feb 2026,1,1,1,1,1,1,1,,NA,74,74,6,6,98,98,35,35,,NA,,₹0.00,,NA,63233,63233,36,36,14.25,14.25,16992,16992,0.269,0.269,33,33,0.95,0.95,late,Late,0
86,Reasi,male,Male,,NA,Locomotor,Locomotor,Existing enterprise,Existing Enterprise,Tourism,Tourism,JKBK017267,As on Feb 2026,Feb 2026,1,0,1,1,1,0,0,33,33,18,18,51,51,,NA,,NA,,NA,5757293,"₹5,757,293.00",5262961,"₹5,262,961.00",,NA,48,48,7.54,7.54,,NA,,NA,62,62,0.94,0.94,late,Late,0
87,Kupwara,FEMALE,Female,Rural,Rural,NA,Na,MSME Sunrise Sector,Msme Sunrise Sector,Manufacturing,Manufacturing,JKBK069040,As on Feb 2026,Feb 2026,1,1,0,1,1,1,1,30,30,45,45,,NA,,NA,10,10,,NA,"$37,498","₹3,374,820.00",2258k INR,"₹2,258,000.00",84180,84180,48,48,12.56,12.56,13792,13792,0.164,0.164,38,38,0.66,0.66,ONTIME,On-Time,0
88,Srinagar,male,Male,Rural,Rural,Hearing,Hearing,Existing Enterprise,Existing Enterprise,Healthcare,Healthcare,JKBK096077,2026-06-20,Jun 2026,1,1,0,1,1,0,0,40,40,35,35,20,20,111,111,,NA,,NA,5944977,"₹5,944,977.00","$26,740","₹2,406,600.00",66856,66856,,NA,8.31,8.31,,NA,,NA,23,23,0.52,0.52,On-time,NA,0
89,Srinagar,Male,Male,rural,Rural,Hearing,Hearing,Existing Enterprise,Existing Enterprise,Manufacturing,Manufacturing,JKBK086967,,NA,1,1,0,0,0,0,0,8,8,81,81,36,36,58,58,27,27,210,210,2597k INR,"₹2,597,000.00",₹1342170,"₹1,342,170.00",43015,43015,36,36,10.59,10.59,,NA,,NA,19,19,0.11,0.11,late,Late,0
90,Anantnag,,NA,rural,Rural,NA,Na,nano entrepreneur,Nano Entrepreneur,,NA,JKBK047327,As on Feb 2026,Feb 2026,1,1,1,0,0,0,0,17,17,33,33,50,50,51,51,21,21,172,172,1139k INR,"₹1,139,000.00",₹6009204,"₹6,009,204.00",50076,50076,48,48,13.02,13.02,,NA,,NA,71,71,0.96,0.96,,NA,158
91,Kishtwar,Male,Male,urban,Urban,Multiple,Multiple,Existing enterprise,Existing Enterprise,Healthcare,Healthcare,JKBK026095,9/11/2023,Sep 2023,1,1,0,1,1,1,1,31,31,63,63,16,16,,NA,44,44,,NA,₹4643070,"₹4,643,070.00","$51,206","₹4,608,540.00",44998,44998,,NA,11.21,11.21,,NA,,NA,,NA,0.4,0.4,late,Late,0
92,Kishtwar,Other,Other,,NA,NA,Na,nano entrepreneur,Nano Entrepreneur,Retail,Retail,JKBK086231,9-18-2026,Sep 2026,1,1,1,1,1,1,1,20,20,,NA,20,20,18,18,36,36,,NA,"$40,767","₹3,669,030.00",2895k INR,"₹2,895,000.00",89352,89352,48,48,11.75,11.75,24011,24011,0.269,0.269,41,41,0.6,0.6,Default,Default,0
93,Udhampur,male,Male,rural,Rural,Hearing,Hearing,,NA,IT,IT,JKBK024294,As on Feb 2026,Feb 2026,1,1,0,0,0,0,0,20,20,18,18,,NA,70,70,9,9,,NA,,₹0.00,,NA,34196,34196,12,12,9.96,9.96,,NA,,NA,,NA,0.15,0.15,Default,Default,0
94,Udhampur,male,Male,Rural,Rural,Hearing,Hearing,Existing Enterprise,Existing Enterprise,Retail,Retail,JKBK061970,2023-01-08,Jan 2023,1,0,0,1,1,0,0,13,13,54,54,43,43,92,92,,NA,,NA,,₹0.00,354141,"₹354,141.00",39731,39731,60,60,,NA,,NA,,NA,48,48,0.85,0.85,late,Late,0
95,Pulwama,Female,Female,,NA,NA,Na,,NA,Manufacturing,Manufacturing,JKBK030715,9-6-2023,Sep 2023,1,1,0,1,1,0,0,22,22,65,65,38,38,108,108,19,19,252,252,"$15,132","₹1,361,880.00",3990172,"₹3,990,172.00",72109,72109,48,48,9.37,9.37,,NA,,NA,9,9,0.1,0.1,late,Late,0
96,Ganderbal,,NA,Rural,Rural,Locomotor,Locomotor,,NA,Agri,Agri,JKBK013021,27/7/2026,Jul 2026,1,1,1,1,1,0,0,11,11,17,17,9,9,92,92,29,29,158,158,₹983230,"₹983,230.00",₹5410013,"₹5,410,013.00",81870,81870,48,48,6.8,6.8,,NA,,NA,89,89,0.46,0.46,Delayed,Delayed,65
97,Udhampur,Male,Male,,NA,Multiple,Multiple,MSME Sunrise Sector,Msme Sunrise Sector,Tourism,Tourism,JKBK031827,As on Feb 2026,Feb 2026,1,1,1,0,0,0,0,,NA,10,10,35,35,14,14,18,18,,NA,4630k INR,"₹4,630,000.00",,NA,53674,53674,60,60,7.53,7.53,,NA,,NA,91,91,0.7,0.7,ONTIME,On-Time,81
98,Doda,Male,Male,Rural,Rural,Visual,Visual,Nano Entrepreneur,Nano Entrepreneur,Manufacturing,Manufacturing,JKBK081014,,NA,1,1,1,1,1,0,0,34,34,69,69,34,34,71,71,4,4,212,212,175k INR,"₹175,000.00",6880058,"₹6,880,058.00",,NA,48,48,7.01,7.01,,NA,,NA,17,17,0,0,Delayed,Delayed,146
99,Poonch,FEMALE,Female,Urban,Urban,NA,Na,Nano Entrepreneur,Nano Entrepreneur,Agri,Agri,JKBK074867,,NA,1,1,0,1,1,0,0,22,22,40,40,43,43,,NA,32,32,,NA,5477424,"₹5,477,424.00",154k INR,"₹154,000.00",87089,87089,36,36,7.21,7.21,,NA,,NA,17,17,0.81,0.81,ONTIME,On-Time,0
100,Budgam,Male,Male,rural,Rural,None,Na,Existing Enterprise,Existing Enterprise,Manufacturing,Manufacturing,JKBK080317,6-21-2025,Jun 2025,1,1,0,1,0,0,0,3,3,18,18,43,43,62,62,11,11,137,137,4080k INR,"₹4,080,000.00",1887k INR,"₹1,887,000.00",49413,49413,12,12,12.11,12.11,,NA,,NA,62,62,0.86,0.86,ONTIME,On-Time,0
101,Doda,FEMALE,Female,urban,Urban,NA,Na,Existing Enterprise,Existing Enterprise,Retail,Retail,JKBK027962,,NA,1,1,0,1,1,1,0,,NA,42,42,40,40,,NA,24,24,,NA,2880832,"₹2,880,832.00","$51,163","₹4,604,670.00",52251,52251,12,12,12.91,12.91,11422,11422,0.219,0.219,14,14,0.51,0.51,late,Late,0
102,Udhampur,Other,Other,Rural,Rural,None,Na,,NA,Manufacturing,Manufacturing,JKBK089603,2026-05-01,May 2026,1,1,0,0,0,0,0,24,24,57,57,5,5,46,46,26,26,158,158,₹4505115,"₹4,505,115.00",,NA,20453,20453,24,24,10.82,10.82,,NA,,NA,75,75,0.29,0.29,ONTIME,On-Time,0
103,Doda,Female,Female,urban,Urban,Locomotor,Locomotor,Existing Enterprise,Existing Enterprise,Services,Services,JKBK042557,,NA,1,1,0,1,1,0,0,38,38,34,34,9,9,35,35,8,8,124,124,₹759626,"₹759,626.00",,NA,118748,118748,24,24,9.45,9.45,,NA,,NA,70,70,0.27,0.27,Delayed,Delayed,0
104,Poonch,Male,Male,urban,Urban,Visual,Visual,MSME Sunrise Sector,Msme Sunrise Sector,Tourism,Tourism,JKBK099411,,NA,1,1,1,0,0,0,0,17,17,88,88,,NA,113,113,8,8,,NA,1251389,"₹1,251,389.00",₹4207119,"₹4,207,119.00",80413,80413,18,18,7.25,7.25,,NA,,NA,68,68,0.75,0.75,Delayed,Delayed,0
105,Anantnag,Male,Male,,NA,Hearing,Hearing,Existing Enterprise,Existing Enterprise,IT,IT,JKBK083305,As on Feb 2026,Feb 2026,1,1,0,1,1,1,1,,NA,10,10,24,24,33,33,,NA,,NA,₹3080177,"₹3,080,177.00",₹2574537,"₹2,574,537.00",80910,80910,48,48,12.34,12.34,12224,12224,0.151,0.151,46,46,0.24,0.24,late,Late,118
106,Reasi,,NA,Rural,Rural,,Na,Nano Entrepreneur,Nano Entrepreneur,Tourism,Tourism,JKBK097282,14/1/2025,Jan 2025,1,1,0,1,1,1,1,4,4,79,79,52,52,86,86,3,3,224,224,,₹0.00,₹1210319,"₹1,210,319.00",111428,111428,,NA,8.66,8.66,,NA,,NA,6,6,0.79,0.79,On-time,NA,0
107,Kulgam,FEMALE,Female,Rural,Rural,,Na,nano entrepreneur,Nano Entrepreneur,Agri,Agri,JKBK061487,,NA,1,1,1,0,0,0,0,23,23,17,17,32,32,,NA,45,45,,NA,3369112,"₹3,369,112.00","$36,699","₹3,302,910.00",48090,48090,36,36,10.56,10.56,,NA,,NA,7,7,,NA,Default,Default,0
108,Rajouri,,NA,Urban,Urban,,Na,Nano Entrepreneur,Nano Entrepreneur,Healthcare,Healthcare,JKBK071310,2021-09-10,Sep 2021,1,1,1,1,1,0,0,,NA,15,15,7,7,24,24,45,45,,NA,3794338,"₹3,794,338.00",₹541133,"₹541,133.00",101574,101574,24,24,10.23,10.23,,NA,,NA,96,96,0.26,0.26,,NA,0
109,Kathua,Male,Male,urban,Urban,Multiple,Multiple,Existing Enterprise,Existing Enterprise,Tourism,Tourism,JKBK033776,5/1/2026,May 2026,1,1,0,1,1,1,0,6,6,39,39,40,40,8,8,,NA,,NA,4783k INR,"₹4,783,000.00",₹2419842,"₹2,419,842.00",44686,44686,48,48,11.33,11.33,18447,18447,0.413,0.413,66,66,0.99,0.99,ONTIME,On-Time,34
109,Doda,Male,Male,,NA,Locomotor,Locomotor,Existing Enterprise,Existing Enterprise,IT,IT,JKBK060718,5-16-2026,May 2026,1,1,0,1,0,0,0,5,5,,NA,8,8,49,49,8,8,,NA,3415674,"₹3,415,674.00",₹3798871,"₹3,798,871.00",,NA,48,48,6.72,6.72,,NA,,NA,93,93,0.52,0.52,,NA,67
111,Ganderbal,Male,Male,urban,Urban,None,Na,Nano Entrepreneur,Nano Entrepreneur,IT,IT,JKBK091122,2023-03-15,Mar 2023,1,1,0,1,1,0,0,6,6,11,11,54,54,102,102,18,18,191,191,745k INR,"₹745,000.00",2621k INR,"₹2,621,000.00",36943,36943,24,24,6.85,6.85,,NA,,NA,,NA,0.84,0.84,ONTIME,On-Time,0
112,Budgam,,NA,urban,Urban,Hearing,Hearing,nano entrepreneur,Nano Entrepreneur,Agri,Agri,JKBK076866,2022-12-16,Dec 2022,1,1,1,1,1,1,1,18,18,46,46,,NA,80,80,32,32,,NA,4319k INR,"₹4,319,000.00",₹448373,"₹448,373.00",107092,107092,60,60,11.61,11.61,28785,28785,0.269,0.269,70,70,0.31,0.31,late,Late,0
113,Rajouri,FEMALE,Female,,NA,,Na,MSME Sunrise Sector,Msme Sunrise Sector,Healthcare,Healthcare,JKBK042265,As on Feb 2026,Feb 2026,1,1,0,1,1,1,0,36,36,7,7,59,59,,NA,41,41,,NA,932k INR,"₹932,000.00",5595194,"₹5,595,194.00",18429,18429,24,24,6.99,6.99,7721,7721,0.419,0.419,7,7,0.91,0.91,Default,Default,0
114,Samba,,NA,urban,Urban,Locomotor,Locomotor,Existing Enterprise,Existing Enterprise,Tourism,Tourism,JKBK099411,As on Feb 2026,Feb 2026,1,1,0,1,1,0,0,7,7,87,87,37,37,90,90,19,19,240,240,788k INR,"₹788,000.00",2234k INR,"₹2,234,000.00",31431,31431,48,48,14.11,14.11,,NA,,NA,67,67,0.92,0.92,,NA,74
115,Samba,FEMALE,Female,Rural,Rural,Multiple,Multiple,Nano Entrepreneur,Nano Entrepreneur,,NA,JKBK029311,As on Feb 2026,Feb 2026,1,1,0,0,0,0,0,9,9,41,41,27,27,36,36,,NA,,NA,514k INR,"₹514,000.00","$17,994","₹1,619,460.00",62834,62834,12,12,6.75,6.75,,NA,,NA,83,83,0.88,0.88,Default,Default,0
116,Poonch,male,Male,urban,Urban,None,Na,Existing Enterprise,Existing Enterprise,IT,IT,JKBK054309,6/7/2025,Jun 2025,1,1,0,1,1,1,1,28,28,55,55,9,9,19,19,34,34,145,145,"$30,728","₹2,765,520.00","$47,060","₹4,235,400.00",56152,56152,60,60,6.84,6.84,24942,24942,0.444,0.444,,NA,0.76,0.76,late,Late,0
117,Bandipora,FEMALE,Female,Urban,Urban,NA,Na,MSME Sunrise Sector,Msme Sunrise Sector,Services,Services,JKBK030383,1-17-2024,Jan 2024,1,1,1,0,0,0,0,11,11,37,37,59,59,38,38,9,9,154,154,,₹0.00,4939k INR,"₹4,939,000.00",49684,49684,60,60,13.66,13.66,,NA,,NA,52,52,0.75,0.75,ONTIME,On-Time,0
118,Ganderbal,Other,Other,Urban,Urban,Visual,Visual,Existing enterprise,Existing Enterprise,Manufacturing,Manufacturing,JKBK021016,As on Feb 2026,Feb 2026,1,1,0,1,1,0,0,38,38,42,42,56,56,75,75,24,24,235,235,₹678260,"₹678,260.00",,NA,21313,21313,36,36,13.75,13.75,,NA,,NA,97,97,0.74,0.74,late,Late,0
119,Ramban,FEMALE,Female,Rural,Rural,Hearing,Hearing,MSME Sunrise Sector,Msme Sunrise Sector,,NA,JKBK013468,,NA,1,1,0,0,0,0,0,11,11,76,76,47,47,102,102,36,36,272,272,,₹0.00,,NA,78501,78501,18,18,13.74,13.74,,NA,,NA,95,95,0.03,0.03,ONTIME,On-Time,92
120,Kupwara,Other,Other,Rural,Rural,NA,Na,,NA,Services,Services,JKBK074395,2024-01-12,Jan 2024,1,1,1,0,0,0,0,18,18,50,50,,NA,80,80,18,18,,NA,4323403,"₹4,323,403.00",781386,"₹781,386.00",61623,61623,12,12,11.94,11.94,,NA,,NA,72,72,0.85,0.85,late,Late,0
121,Srinagar,Male,Male,Rural,Rural,None,Na,nano entrepreneur,Nano Entrepreneur,Services,Services,JKBK050046,2025-03-02,Mar 2025,1,1,0,1,1,1,1,32,32,43,43,5,5,95,95,30,30,205,205,,₹0.00,1421k INR,"₹1,421,000.00",98174,98174,12,12,13.6,13.6,15957,15957,0.163,0.163,6,6,0.48,0.48,On-time,NA,0
122,Ramban,Female,Female,Urban,Urban,Hearing,Hearing,nano entrepreneur,Nano Entrepreneur,Agri,Agri,JKBK031129,23/9/2025,Sep 2025,1,1,0,1,1,0,0,21,21,31,31,11,11,27,27,43,43,133,133,,₹0.00,₹953122,"₹953,122.00",96957,96957,18,18,11.16,11.16,,NA,,NA,66,66,,NA,Default,Default,27
123,Doda,,NA,Rural,Rural,Multiple,Multiple,nano entrepreneur,Nano Entrepreneur,Retail,Retail,JKBK038007,,NA,1,0,1,1,0,0,0,33,33,,NA,5,5,8,8,26,26,,NA,₹4900638,"₹4,900,638.00",,NA,,NA,36,36,8.28,8.28,,NA,,NA,93,93,0.43,0.43,Delayed,Delayed,0
124,Shopian,Other,Other,,NA,,Na,Nano Entrepreneur,Nano Entrepreneur,IT,IT,JKBK035901,2025-06-03,Jun 2025,1,1,1,1,1,1,0,0,0,89,89,45,45,41,41,32,32,207,207,,₹0.00,,NA,,NA,24,24,13.2,13.2,,NA,,NA,52,52,0.98,0.98,Delayed,Delayed,0
125,Budgam,male,Male,,NA,NA,Na,MSME Sunrise Sector,Msme Sunrise Sector,Agri,Agri,JKBK072736,10-13-2021,Oct 2021,1,0,0,1,1,0,0,,NA,25,25,50,50,86,86,17,17,,NA,₹3716857,"₹3,716,857.00","$15,019","₹1,351,710.00",25636,25636,60,60,11.85,11.85,,NA,,NA,30,30,0.92,0.92,On-time,NA,0
126,Kishtwar,FEMALE,Female,Rural,Rural,Hearing,Hearing,MSME Sunrise Sector,Msme Sunrise Sector,,NA,JKBK011630,As on Feb 2026,Feb 2026,1,0,0,1,1,0,0,12,12,42,42,53,53,89,89,35,35,231,231,116915,"₹116,915.00",1150k INR,"₹1,150,000.00",44271,44271,36,36,7.66,7.66,,NA,,NA,90,90,0.45,0.45,Default,Default,0
127,Reasi,Other,Other,urban,Urban,Multiple,Multiple,Nano Entrepreneur,Nano Entrepreneur,IT,IT,JKBK075469,9-10-2026,Sep 2026,1,1,0,0,0,0,0,39,39,64,64,51,51,97,97,6,6,257,257,2775k INR,"₹2,775,000.00",1268362,"₹1,268,362.00",65362,65362,48,48,7.2,7.2,,NA,,NA,100,100,0.18,0.18,Default,Default,0
128,Pulwama,FEMALE,Female,,NA,NA,Na,,NA,Agri,Agri,JKBK021734,,NA,1,1,1,0,0,0,0,16,16,,NA,28,28,,NA,42,42,,NA,5256409,"₹5,256,409.00","$4,703","₹423,270.00",94516,94516,36,36,10.8,10.8,,NA,,NA,79,79,0.68,0.68,On-time,NA,0
129,Poonch,male,Male,Urban,Urban,,Na,,NA,Healthcare,Healthcare,JKBK075323,1/11/2026,Jan 2026,1,1,1,1,1,1,0,,NA,82,82,24,24,120,120,9,9,,NA,3642k INR,"₹3,642,000.00",1443k INR,"₹1,443,000.00",83904,83904,48,48,,NA,,NA,,NA,89,89,0.27,0.27,On-time,NA,0
130,Kathua,Other,Other,rural,Rural,Visual,Visual,nano entrepreneur,Nano Entrepreneur,IT,IT,JKBK086887,4-20-2023,Apr 2023,1,1,0,1,1,0,0,2,2,69,69,,NA,66,66,,NA,,NA,₹824781,"₹824,781.00","$5,514","₹496,260.00",20750,20750,18,18,11.62,11.62,,NA,,NA,27,27,0.88,0.88,Delayed,Delayed,0
131,Poonch,Male,Male,Urban,Urban,,Na,MSME Sunrise Sector,Msme Sunrise Sector,Retail,Retail,JKBK080724,2/8/2022,Feb 2022,1,1,1,1,1,1,1,26,26,,NA,58,58,7,7,26,26,,NA,₹1456495,"₹1,456,495.00",,NA,61472,61472,36,36,12.53,12.53,19739,19739,0.321,0.321,13,13,,NA,On-time,NA,0
132,Pulwama,Other,Other,rural,Rural,Multiple,Multiple,nano entrepreneur,Nano Entrepreneur,Services,Services,JKBK032167,2021-10-26,Oct 2021,1,1,0,1,1,0,0,,NA,64,64,38,38,46,46,,NA,,NA,"$31,197","₹2,807,730.00",1195k INR,"₹1,195,000.00",80447,80447,12,12,12.15,12.15,,NA,,NA,1,1,0.33,0.33,,NA,0
133,Shopian,male,Male,Rural,Rural,Locomotor,Locomotor,MSME Sunrise Sector,Msme Sunrise Sector,,NA,JKBK034322,,NA,1,1,0,1,1,0,0,10,10,,NA,44,44,90,90,15,15,,NA,₹3389569,"₹3,389,569.00","$4,525","₹407,250.00",14105,14105,,NA,11.43,11.43,,NA,,NA,36,36,0.69,0.69,ONTIME,On-Time,0
134,Doda,Female,Female,rural,Rural,,Na,nano entrepreneur,Nano Entrepreneur,Healthcare,Healthcare,JKBK012710,As on Feb 2026,Feb 2026,1,1,1,1,1,0,0,38,38,46,46,38,38,81,81,12,12,215,215,1657k INR,"₹1,657,000.00",₹5303172,"₹5,303,172.00",90821,90821,,NA,6.86,6.86,,NA,,NA,80,80,0.04,0.04,Default,Default,0
135,Reasi,,NA,Urban,Urban,None,Na,Existing Enterprise,Existing Enterprise,Agri,Agri,JKBK032713,7-7-2023,Jul 2023,1,1,0,1,1,0,0,,NA,42,42,13,13,96,96,19,19,,NA,,₹0.00,4775574,"₹4,775,574.00",35205,35205,,NA,,NA,,NA,,NA,23,23,0.34,0.34,late,Late,0
136,Kishtwar,FEMALE,Female,Rural,Rural,NA,Na,MSME Sunrise Sector,Msme Sunrise Sector,IT,IT,JKBK054644,4-19-2025,Apr 2025,1,1,0,1,1,1,1,30,30,24,24,3,3,,NA,,NA,,NA,1037k INR,"₹1,037,000.00",₹5454552,"₹5,454,552.00",103897,103897,60,60,12.98,12.98,28843,28843,0.278,0.278,35,35,0.86,0.86,late,Late,0
137,Kupwara,Male,Male,rural,Rural,Visual,Visual,,NA,Tourism,Tourism,JKBK045023,3/2/2021,Mar 2021,1,1,1,1,1,0,0,0,0,55,55,39,39,94,94,14,14,202,202,₹4818206,"₹4,818,206.00",3329421,"₹3,329,421.00",53546,53546,,NA,8.85,8.85,,NA,,NA,45,45,0.3,0.3,ONTIME,On-Time,0
138,Kishtwar,,NA,rural,Rural,,Na,Existing enterprise,Existing Enterprise,IT,IT,JKBK023744,As on Feb 2026,Feb 2026,1,1,0,1,1,0,0,22,22,80,80,47,47,26,26,16,16,191,191,"$26,095","₹2,348,550.00",411973,"₹411,973.00",32635,32635,24,24,13.56,13.56,,NA,,NA,70,70,0.38,0.38,On-time,NA,69
